user_id,product_id,action,timestamp,session_id,duration_seconds,device,category
U006,P084,click,2024-04-06 18:53:37,SESS_0RJIW,103,desktop,home
U006,P005,click,2024-04-06 20:21:10,SESS_KJLTE,34,mobile,electronics
U006,P002,click,2024-04-06 19:52:31,SESS_TOHP6,79,tablet,electronics
U006,P094,click,2024-04-06 20:21:46,SESS_KO64T,99,mobile,toys
U006,P008,view,2024-04-06 21:15:31,SESS_RNY20,58,mobile,electronics
U006,P096,view,2024-04-06 21:29:04,SESS_VXDP5,16,mobile,toys
U006,P008,click,2024-04-07 00:52:25,SESS_5K8P4,65,mobile,electronics
U007,P013,compare,2024-05-15 21:52:00,SESS_18HAF,189,desktop,electronics
U007,P008,click,2024-05-15 22:45:21,SESS_NV8Z2,227,tablet,electronics
U007,P015,add_to_cart,2024-05-15 23:26:28,SESS_6N7HV,308,mobile,electronics
U007,P025,wishlist,2024-05-15 23:06:06,SESS_TXCXA,490,tablet,fashion
U007,P086,review,2024-05-16 00:01:32,SESS_ZP08J,555,desktop,home
U007,P057,review,2024-05-16 02:40:30,SESS_7KQ1U,448,desktop,sports
U007,P078,purchase,2024-05-16 00:23:18,SESS_2M5ZJ,125,desktop,home
U007,P012,purchase,2024-05-16 02:24:18,SESS_1YXR2,167,mobile,electronics
U008,P069,click,2024-04-04 11:46:06,SESS_M9TMQ,373,mobile,beauty
U008,P006,view,2024-04-04 12:23:40,SESS_8YG0J,97,tablet,electronics
U008,P077,review,2024-04-04 12:28:32,SESS_IGATJ,115,desktop,home
U008,P011,review,2024-04-04 13:29:36,SESS_DAKRM,112,mobile,electronics
U008,P017,add_to_cart,2024-04-04 12:10:18,SESS_UYF38,147,tablet,fashion
U008,P085,purchase,2024-04-04 15:22:11,SESS_ISQP4,339,desktop,home
U008,P075,click,2024-04-04 17:04:30,SESS_HHXFG,136,mobile,beauty
U008,P073,purchase,2024-04-04 12:08:37,SESS_IZZQY,593,mobile,beauty
U009,P022,view,2024-08-17 01:14:14,SESS_X63CF,29,mobile,fashion
U009,P059,view,2024-08-17 02:02:14,SESS_KOJTP,48,mobile,sports
U009,P073,click,2024-08-17 01:28:42,SESS_IY4VA,182,tablet,beauty
U009,P023,wishlist,2024-08-17 02:47:47,SESS_6GVWR,33,mobile,fashion
U009,P074,view,2024-08-17 02:02:06,SESS_LYK83,45,mobile,beauty
U009,P069,add_to_cart,2024-08-17 05:42:54,SESS_OS9XT,115,mobile,beauty
U009,P035,review,2024-08-17 06:31:26,SESS_BJEK5,184,mobile,food
U009,P051,purchase,2024-08-17 05:44:26,SESS_AOI4E,135,mobile,books
U010,P092,click,2024-10-05 07:13:37,SESS_9ITN7,70,desktop,toys
U010,P005,add_to_cart,2024-10-05 08:12:56,SESS_O7S3K,43,tablet,electronics
U010,P095,share,2024-10-05 08:16:35,SESS_TMTTQ,46,tablet,toys
U010,P049,click,2024-10-05 10:11:55,SESS_1B0Z3,54,tablet,books
U010,P035,compare,2024-10-05 07:52:05,SESS_SV55P,93,tablet,food
U010,P007,share,2024-10-05 08:11:17,SESS_C2JWO,15,tablet,electronics
U010,P081,add_to_cart,2024-10-05 12:30:37,SESS_RTWIY,41,tablet,home
U010,P077,wishlist,2024-10-05 12:56:58,SESS_5PY6B,106,mobile,home
U011,P070,click,2024-06-16 06:17:30,SESS_GGVNY,569,tablet,beauty
U011,P086,view,2024-06-16 06:35:55,SESS_Y6QKT,64,desktop,home
U011,P068,purchase,2024-06-16 07:17:24,SESS_YQK94,174,mobile,beauty
U011,P068,compare,2024-06-16 07:20:57,SESS_A3OA5,110,tablet,beauty
U011,P055,purchase,2024-06-16 07:57:42,SESS_HGJ11,468,tablet,sports
U011,P074,view,2024-06-16 10:51:40,SESS_PU0DK,107,desktop,beauty
U011,P069,purchase,2024-06-16 08:15:06,SESS_3J3R3,502,tablet,beauty
U011,P089,add_to_cart,2024-06-16 08:12:18,SESS_40982,434,mobile,toys
U012,P081,click,2024-04-12 16:55:57,SESS_JNWNY,542,mobile,home
U012,P073,view,2024-04-12 17:01:15,SESS_WQZXE,62,tablet,beauty
U012,P077,view,2024-04-12 18:11:19,SESS_EQY08,86,desktop,home
U012,P086,view,2024-04-12 18:39:09,SESS_W7KYH,88,tablet,home
U012,P026,add_to_cart,2024-04-12 19:56:01,SESS_MOGE4,525,mobile,fashion
U012,P073,compare,2024-04-12 17:18:12,SESS_2IEUC,272,desktop,beauty
U012,P045,review,2024-04-12 22:24:57,SESS_6A4FE,316,desktop,books
U012,P003,view,2024-04-12 23:20:22,SESS_2VAJE,86,desktop,electronics
U013,P009,click,2024-07-03 22:56:02,SESS_S8B25,386,desktop,electronics
U013,P040,compare,2024-07-03 23:54:52,SESS_OYR6C,161,desktop,books
U013,P044,share,2024-07-04 00:17:56,SESS_TL9TQ,429,desktop,books
U013,P026,share,2024-07-04 01:36:29,SESS_T5P5O,352,desktop,fashion
U013,P070,click,2024-07-04 00:09:38,SESS_NF7C3,167,desktop,beauty
U013,P066,share,2024-07-04 02:21:12,SESS_8UYO5,336,tablet,beauty
U013,P061,wishlist,2024-07-03 23:44:26,SESS_UHXID,404,desktop,sports
U013,P046,compare,2024-07-04 05:09:43,SESS_3WXA7,475,desktop,books
U014,P069,view,2024-09-29 21:37:38,SESS_UOFWB,52,mobile,beauty
U014,P021,view,2024-09-29 21:59:54,SESS_Z1UDB,15,desktop,fashion
U014,P005,click,2024-09-29 22:37:30,SESS_RPJ1E,60,mobile,electronics
U014,P095,click,2024-09-29 22:43:47,SESS_BOVAK,32,desktop,toys
U014,P057,view,2024-09-29 23:57:26,SESS_0GNZS,58,desktop,sports
U014,P027,view,2024-09-29 21:48:58,SESS_QCLPO,45,mobile,fashion
U014,P006,view,2024-09-30 01:56:44,SESS_QYNPD,32,mobile,electronics
U014,P020,purchase,2024-09-29 23:30:27,SESS_LGSES,120,mobile,fashion
U015,P041,view,2024-09-07 15:57:52,SESS_GF1C8,70,mobile,books
U015,P098,share,2024-09-07 16:37:24,SESS_X9L8L,255,mobile,toys
U015,P080,purchase,2024-09-07 16:47:54,SESS_SLQC3,139,desktop,home
U015,P025,purchase,2024-09-07 17:19:34,SESS_QT26Q,266,desktop,fashion
U015,P084,click,2024-09-07 16:18:44,SESS_Q349D,118,mobile,home
U015,P096,purchase,2024-09-07 16:57:02,SESS_N7N1Y,133,desktop,toys
U015,P033,click,2024-09-07 20:41:40,SESS_NJ48V,106,mobile,food
U015,P033,add_to_cart,2024-09-07 21:18:21,SESS_ZOV7L,222,desktop,food
U016,P074,share,2024-02-19 15:07:27,SESS_XPNNG,279,desktop,beauty
U016,P043,compare,2024-02-19 15:19:01,SESS_C4D14,599,mobile,books
U016,P066,purchase,2024-02-19 15:30:29,SESS_F313F,344,mobile,beauty
U016,P067,compare,2024-02-19 17:15:27,SESS_K0QTL,540,tablet,beauty
U016,P073,compare,2024-02-19 17:17:31,SESS_12SPF,264,tablet,beauty
U016,P076,purchase,2024-02-19 17:19:07,SESS_TD44K,510,mobile,home
U016,P066,review,2024-02-19 15:50:57,SESS_8HQMA,114,desktop,beauty
U016,P077,purchase,2024-02-19 15:27:52,SESS_LDZMF,139,mobile,home
U017,P095,click,2024-09-27 07:51:40,SESS_AHF7V,118,mobile,toys
U017,P065,view,2024-09-27 08:21:19,SESS_XWC4R,44,mobile,beauty
U017,P027,view,2024-09-27 08:52:16,SESS_AMUGY,43,tablet,fashion
U017,P036,wishlist,2024-09-27 09:38:37,SESS_TOQW9,74,desktop,food
U017,P021,click,2024-09-27 10:55:04,SESS_W10LB,149,mobile,fashion
U017,P035,compare,2024-09-27 10:40:00,SESS_W3C1Q,135,mobile,food
U017,P006,share,2024-09-27 11:28:46,SESS_O3RBX,83,mobile,electronics
U017,P068,add_to_cart,2024-09-27 10:54:29,SESS_POP8M,57,mobile,beauty
U018,P053,click,2024-12-24 23:11:52,SESS_P9GKD,395,desktop,sports
U018,P075,click,2024-12-24 23:59:57,SESS_PQ06W,505,mobile,beauty
U018,P002,purchase,2024-12-25 00:09:18,SESS_N2Y8F,431,desktop,electronics
U018,P002,click,2024-12-25 01:26:58,SESS_NNUVY,439,desktop,electronics
U018,P036,add_to_cart,2024-12-25 00:41:40,SESS_XIE0R,456,tablet,food
U018,P087,purchase,2024-12-25 02:45:42,SESS_K6RE4,351,mobile,home
U018,P026,compare,2024-12-25 01:28:46,SESS_YZTKK,221,desktop,fashion
U018,P033,purchase,2024-12-25 00:16:51,SESS_92IRM,413,desktop,food
U019,P017,view,2024-08-02 05:43:19,SESS_ZS13C,30,mobile,fashion
U019,P036,view,2024-08-02 06:40:54,SESS_2XG8P,68,tablet,food
U019,P032,click,2024-08-02 06:29:21,SESS_7I8SK,30,mobile,food
U019,P032,view,2024-08-02 06:48:19,SESS_WDXVU,20,mobile,food
U019,P073,view,2024-08-02 09:43:11,SESS_BBXUX,59,mobile,beauty
U019,P023,share,2024-08-02 08:54:29,SESS_K8R2Y,86,mobile,fashion
U019,P023,wishlist,2024-08-02 08:59:31,SESS_HVLZ0,98,tablet,fashion
U019,P072,review,2024-08-02 08:22:48,SESS_IEQFB,158,tablet,beauty
U020,P073,click,2024-12-02 01:15:01,SESS_1RSRL,83,mobile,beauty
U020,P079,view,2024-12-02 01:40:06,SESS_BKV4Y,78,desktop,home
U020,P078,review,2024-12-02 02:56:19,SESS_NOBBU,431,desktop,home
U020,P071,wishlist,2024-12-02 02:15:16,SESS_3WVED,442,desktop,beauty
U020,P078,click,2024-12-02 03:38:01,SESS_OBBZ2,591,desktop,home
U020,P066,purchase,2024-12-02 04:49:16,SESS_LOW4V,379,tablet,beauty
U020,P073,purchase,2024-12-02 06:55:07,SESS_ALDOL,580,desktop,beauty
U020,P010,purchase,2024-12-02 06:35:16,SESS_21UZV,207,desktop,electronics
U021,P038,view,2024-10-27 19:51:08,SESS_8DALF,164,desktop,food
U021,P059,review,2024-10-27 20:42:21,SESS_0ZSU9,364,desktop,sports
U021,P047,compare,2024-10-27 20:39:52,SESS_TY5Y2,255,desktop,books
U021,P044,share,2024-10-27 20:40:11,SESS_791ZY,370,desktop,books
U021,P056,click,2024-10-27 22:31:40,SESS_YN938,194,desktop,sports
U021,P053,wishlist,2024-10-27 22:27:03,SESS_X0H3J,407,desktop,sports
U021,P063,share,2024-10-27 21:36:26,SESS_B6IID,289,desktop,sports
U021,P040,compare,2024-10-27 21:13:30,SESS_O75RH,267,desktop,books
U022,P048,click,2024-12-18 14:35:08,SESS_76G5G,138,tablet,books
U022,P003,share,2024-12-18 14:55:53,SESS_5AUD9,265,desktop,electronics
U022,P059,compare,2024-12-18 14:55:26,SESS_4QGEF,354,desktop,sports
U022,P012,click,2024-12-18 15:38:32,SESS_U1G46,338,desktop,electronics
U022,P053,view,2024-12-18 15:17:28,SESS_R7ANQ,137,tablet,sports
U022,P061,view,2024-12-18 18:23:13,SESS_MIYQF,163,desktop,sports
U022,P063,click,2024-12-18 16:41:56,SESS_NH8RQ,430,desktop,sports
U022,P100,share,2024-12-18 19:59:28,SESS_31YV2,389,desktop,toys
U023,P016,wishlist,2024-01-31 07:58:12,SESS_HTF4P,468,desktop,fashion
U023,P048,click,2024-01-31 08:02:59,SESS_QSQCQ,277,desktop,books
U023,P051,click,2024-01-31 08:10:10,SESS_BMC97,155,tablet,books
U023,P007,view,2024-01-31 08:28:54,SESS_19XP9,144,desktop,electronics
U023,P082,view,2024-01-31 11:02:52,SESS_5E4E9,145,desktop,home
U023,P040,compare,2024-01-31 09:45:02,SESS_QZPNI,355,desktop,books
U023,P053,view,2024-01-31 12:34:36,SESS_P15AH,126,desktop,sports
U023,P063,compare,2024-01-31 10:02:06,SESS_0OIH5,148,mobile,sports
U024,P073,click,2024-03-31 22:32:36,SESS_3I59S,241,mobile,beauty
U024,P099,share,2024-03-31 23:16:20,SESS_YUBMX,225,desktop,toys
U024,P082,click,2024-03-31 23:25:58,SESS_GTII4,103,tablet,home
U024,P082,purchase,2024-03-31 23:03:03,SESS_NJLCQ,214,mobile,home
U024,P040,add_to_cart,2024-04-01 01:40:32,SESS_VBC2V,141,mobile,books
U024,P068,compare,2024-03-31 22:42:46,SESS_HG001,294,mobile,beauty
U024,P034,share,2024-04-01 02:24:42,SESS_LKQXL,214,desktop,food
U024,P039,purchase,2024-04-01 05:20:49,SESS_LHLB5,157,mobile,food
U025,P005,view,2024-08-14 19:34:18,SESS_IUIT7,141,desktop,electronics
U025,P095,view,2024-08-14 20:29:34,SESS_MFTG6,161,tablet,toys
U025,P050,view,2024-08-14 19:37:10,SESS_O4IZA,152,desktop,books
U025,P062,compare,2024-08-14 21:16:15,SESS_XATOA,489,desktop,sports
U025,P009,compare,2024-08-14 22:42:18,SESS_P7G7S,243,mobile,electronics
U025,P005,compare,2024-08-14 20:06:13,SESS_NOU9I,470,tablet,electronics
U025,P052,view,2024-08-14 22:15:36,SESS_NRWZC,174,desktop,sports
U025,P024,compare,2024-08-14 21:31:05,SESS_H55RB,158,desktop,fashion
U026,P003,share,2024-07-29 21:24:46,SESS_AHF33,14,mobile,electronics
U026,P094,click,2024-07-29 22:02:40,SESS_L1F90,69,desktop,toys
U026,P007,view,2024-07-29 21:37:08,SESS_M18O1,6,desktop,electronics
U026,P095,view,2024-07-29 23:21:01,SESS_7PYXD,44,mobile,toys
U026,P002,view,2024-07-29 23:12:30,SESS_ZW0LD,5,tablet,electronics
U026,P017,view,2024-07-29 22:33:41,SESS_PUSDD,40,mobile,fashion
U026,P022,view,2024-07-30 00:20:10,SESS_ND669,41,mobile,fashion
U026,P003,view,2024-07-29 23:39:59,SESS_RCPPR,9,mobile,electronics
U027,P097,view,2024-10-06 23:16:11,SESS_EAO4N,85,mobile,toys
U027,P097,view,2024-10-06 23:39:04,SESS_VZRGO,50,mobile,toys
U027,P085,wishlist,2024-10-07 00:02:39,SESS_N3OEU,122,desktop,home
U027,P095,compare,2024-10-07 00:02:05,SESS_PKY32,164,desktop,toys
U027,P079,add_to_cart,2024-10-07 00:02:15,SESS_Z2C9R,235,desktop,home
U027,P084,view,2024-10-07 01:23:51,SESS_Z3V6D,45,desktop,home
U027,P097,view,2024-10-07 03:46:23,SESS_YO18P,30,mobile,toys
U027,P096,purchase,2024-10-07 04:51:43,SESS_UQO1V,248,mobile,toys
U028,P077,view,2024-07-06 11:45:09,SESS_FLQHR,60,mobile,home
U028,P093,view,2024-07-06 11:49:12,SESS_3E4XY,40,tablet,toys
U028,P036,click,2024-07-06 13:03:35,SESS_PQ2WG,251,mobile,food
U028,P047,purchase,2024-07-06 13:07:45,SESS_AHKZ2,267,mobile,books
U028,P033,add_to_cart,2024-07-06 13:54:05,SESS_EYR8L,228,desktop,food
U028,P081,review,2024-07-06 15:20:49,SESS_GY27V,232,mobile,home
U028,P077,add_to_cart,2024-07-06 16:35:09,SESS_FNVUP,279,desktop,home
U028,P090,purchase,2024-07-06 15:46:04,SESS_KG4W5,122,mobile,toys
U029,P094,click,2024-05-29 02:37:08,SESS_ZPGU2,33,mobile,toys
U029,P092,view,2024-05-29 03:09:21,SESS_U1RSU,22,desktop,toys
U029,P072,share,2024-05-29 02:44:48,SESS_1PHP0,88,desktop,beauty
U029,P008,view,2024-05-29 05:36:41,SESS_3P91I,56,desktop,electronics
U029,P097,click,2024-05-29 03:26:24,SESS_W232U,73,mobile,toys
U029,P027,view,2024-05-29 05:57:33,SESS_J49YD,53,desktop,fashion
U029,P062,view,2024-05-29 03:37:26,SESS_IZ31Y,36,mobile,sports
U029,P094,click,2024-05-29 03:20:11,SESS_W5DSK,117,mobile,toys
U030,P089,click,2024-05-07 02:33:25,SESS_WZ42O,249,tablet,toys
U030,P080,view,2024-05-07 03:13:52,SESS_E4261,32,mobile,home
U030,P088,click,2024-05-07 04:32:29,SESS_FQ9P9,97,tablet,toys
U030,P077,purchase,2024-05-07 03:27:40,SESS_CXXBW,299,desktop,home
U030,P039,view,2024-05-07 03:35:41,SESS_REIYA,74,mobile,food
U030,P087,add_to_cart,2024-05-07 03:02:35,SESS_ID3DN,183,mobile,home
U030,P038,compare,2024-05-07 03:37:55,SESS_CUVFM,114,desktop,food
U030,P085,purchase,2024-05-07 09:31:19,SESS_H6FE0,209,tablet,home
U031,P065,view,2024-02-24 07:18:42,SESS_VV2Y4,102,tablet,beauty
U031,P072,view,2024-02-24 07:46:26,SESS_KB68R,67,mobile,beauty
U031,P009,review,2024-02-24 07:22:20,SESS_97E4U,434,desktop,electronics
U031,P077,view,2024-02-24 07:35:30,SESS_AH78O,78,desktop,home
U031,P082,purchase,2024-02-24 07:45:10,SESS_XTFDC,591,mobile,home
U031,P070,purchase,2024-02-24 11:44:12,SESS_4YCZ0,553,mobile,beauty
U031,P077,purchase,2024-02-24 11:34:00,SESS_BXXGA,190,desktop,home
U031,P084,purchase,2024-02-24 13:58:38,SESS_ZGE2J,573,mobile,home
U032,P060,view,2024-05-10 02:31:44,SESS_9WRSB,64,mobile,sports
U032,P065,share,2024-05-10 03:18:45,SESS_0ISB5,72,mobile,beauty
U032,P018,share,2024-05-10 04:30:48,SESS_B2ZXI,73,mobile,fashion
U032,P053,wishlist,2024-05-10 02:59:11,SESS_S6G29,112,mobile,sports
U032,P068,add_to_cart,2024-05-10 05:06:44,SESS_QNK20,72,mobile,beauty
U032,P067,share,2024-05-10 05:43:14,SESS_1IAOI,98,mobile,beauty
U032,P021,view,2024-05-10 07:06:56,SESS_N0LH9,36,mobile,fashion
U032,P027,wishlist,2024-05-10 02:59:37,SESS_76SZN,31,mobile,fashion
U033,P025,click,2024-09-04 11:16:50,SESS_XEK47,462,desktop,fashion
U033,P071,view,2024-09-04 11:22:55,SESS_7E1DD,88,desktop,beauty
U033,P069,compare,2024-09-04 11:47:10,SESS_QQ4D3,371,tablet,beauty
U033,P004,review,2024-09-04 12:26:56,SESS_FZ8OB,366,mobile,electronics
U033,P007,review,2024-09-04 13:52:38,SESS_0IQ2F,72,mobile,electronics
U033,P042,add_to_cart,2024-09-04 13:38:30,SESS_NWXUJ,136,mobile,books
U033,P071,review,2024-09-04 12:00:26,SESS_63LBQ,232,tablet,beauty
U033,P070,purchase,2024-09-04 14:26:39,SESS_YGHGK,572,mobile,beauty
U034,P008,click,2024-08-27 14:38:38,SESS_RDNPX,389,desktop,electronics
U034,P007,add_to_cart,2024-08-27 15:04:08,SESS_R2MUL,258,mobile,electronics
U034,P040,compare,2024-08-27 16:26:54,SESS_K3QMV,239,tablet,books
U034,P055,click,2024-08-27 17:28:47,SESS_2018U,318,desktop,sports
U034,P030,click,2024-08-27 16:09:26,SESS_3Z6BZ,410,desktop,food
U034,P047,share,2024-08-27 15:43:33,SESS_RDIHS,120,desktop,books
U034,P045,compare,2024-08-27 20:13:14,SESS_4LAV7,176,tablet,books
U034,P021,compare,2024-08-27 20:02:02,SESS_ODKEF,343,desktop,fashion
U035,P096,click,2024-09-09 02:47:55,SESS_2IVGL,180,mobile,toys
U035,P085,view,2024-09-09 03:30:02,SESS_L3WXD,61,mobile,home
U035,P045,compare,2024-09-09 03:12:49,SESS_W83Y0,145,mobile,books
U035,P039,view,2024-09-09 03:43:28,SESS_2ZBPP,40,tablet,food
U035,P081,purchase,2024-09-09 03:19:35,SESS_32U1I,235,mobile,home
U035,P052,add_to_cart,2024-09-09 03:28:35,SESS_CGN0T,77,mobile,sports
U035,P099,view,2024-09-09 07:21:37,SESS_F6FDH,42,mobile,toys
U035,P096,add_to_cart,2024-09-09 05:09:26,SESS_KDOTR,57,mobile,toys
U036,P091,view,2024-04-24 09:23:59,SESS_GKC4L,85,desktop,toys
U036,P053,click,2024-04-24 09:51:26,SESS_G5NQJ,536,mobile,sports
U036,P003,wishlist,2024-04-24 10:57:05,SESS_DY3O1,292,desktop,electronics
U036,P084,purchase,2024-04-24 11:04:11,SESS_UIKO4,137,desktop,home
U036,P029,share,2024-04-24 11:30:35,SESS_G983E,493,mobile,food
U036,P014,purchase,2024-04-24 14:13:39,SESS_VL03D,404,desktop,electronics
U036,P084,purchase,2024-04-24 09:34:59,SESS_2WSPO,195,desktop,home
U036,P015,add_to_cart,2024-04-24 15:43:30,SESS_DKTMO,452,desktop,electronics
U037,P007,view,2024-07-02 17:06:50,SESS_YOO5Y,123,desktop,electronics
U037,P064,view,2024-07-02 18:02:00,SESS_KKRZD,175,desktop,beauty
U037,P059,compare,2024-07-02 17:52:38,SESS_JPXGH,328,desktop,sports
U037,P064,wishlist,2024-07-02 17:42:23,SESS_CZO2S,411,mobile,beauty
U037,P040,click,2024-07-02 19:15:26,SESS_BMHNQ,323,desktop,books
U037,P043,review,2024-07-02 20:34:35,SESS_Q8RTM,252,desktop,books
U037,P001,review,2024-07-02 18:19:32,SESS_42HHI,225,desktop,electronics
U037,P050,view,2024-07-02 18:16:57,SESS_XVAJ2,139,desktop,books
U038,P014,view,2024-04-16 22:42:51,SESS_HKSWV,120,desktop,electronics
U038,P009,click,2024-04-16 23:25:25,SESS_KYRMJ,286,tablet,electronics
U038,P062,click,2024-04-16 23:05:19,SESS_SIC43,326,desktop,sports
U038,P052,share,2024-04-16 23:46:21,SESS_JPNBZ,412,tablet,sports
U038,P055,share,2024-04-17 01:41:07,SESS_26YS4,456,tablet,sports
U038,P047,click,2024-04-17 00:16:06,SESS_0U686,455,mobile,books
U038,P056,share,2024-04-17 01:04:33,SESS_NVQEB,444,desktop,sports
U038,P023,compare,2024-04-17 02:48:54,SESS_EYTO5,197,mobile,fashion
U039,P090,view,2024-06-07 21:56:39,SESS_GCL9L,8,mobile,toys
U039,P010,add_to_cart,2024-06-07 22:31:04,SESS_22EPP,59,tablet,electronics
U039,P009,view,2024-06-07 22:49:35,SESS_861TA,5,desktop,electronics
U039,P093,view,2024-06-07 22:20:39,SESS_NVG3K,23,mobile,toys
U039,P093,click,2024-06-08 01:08:11,SESS_9M6MG,108,mobile,toys
U039,P090,view,2024-06-07 22:09:04,SESS_VGNXB,61,desktop,toys
U039,P010,compare,2024-06-08 02:33:45,SESS_D4BEP,67,mobile,electronics
U039,P004,add_to_cart,2024-06-08 03:04:46,SESS_APDSW,94,mobile,electronics
U040,P029,view,2024-02-10 17:52:17,SESS_DHHJS,22,mobile,food
U040,P016,click,2024-02-10 18:07:27,SESS_YRIAD,38,tablet,fashion
U040,P017,share,2024-02-10 18:04:31,SESS_0DJI9,85,mobile,fashion
U040,P016,share,2024-02-10 19:09:02,SESS_2L0D1,21,mobile,fashion
U040,P030,add_to_cart,2024-02-10 19:55:45,SESS_8J0NM,39,mobile,food
U040,P058,review,2024-02-10 20:40:27,SESS_2X2EZ,75,tablet,sports
U040,P022,share,2024-02-10 21:15:59,SESS_2YGNM,17,tablet,fashion
U040,P035,share,2024-02-10 18:53:11,SESS_5PCXA,183,mobile,food
U041,P057,click,2024-10-08 02:03:30,SESS_ZDXIM,466,desktop,sports
U041,P061,view,2024-10-08 02:48:25,SESS_7SQRF,168,desktop,sports
U041,P001,wishlist,2024-10-08 03:20:38,SESS_XOIQ2,349,mobile,electronics
U041,P002,compare,2024-10-08 04:39:06,SESS_XDOUA,166,desktop,electronics
U041,P060,share,2024-10-08 05:06:14,SESS_Y8NBI,352,desktop,sports
U041,P099,compare,2024-10-08 06:12:50,SESS_QDXAM,444,tablet,toys
U041,P057,compare,2024-10-08 02:28:12,SESS_6R30O,250,desktop,sports
U041,P004,share,2024-10-08 08:23:50,SESS_GM1BW,464,desktop,electronics
U042,P036,view,2024-06-23 23:00:25,SESS_A0TPV,69,mobile,food
U042,P039,click,2024-06-23 23:51:17,SESS_3DXVL,108,mobile,food
U042,P031,click,2024-06-23 23:49:13,SESS_8QEOZ,141,mobile,food
U042,P075,review,2024-06-24 00:56:46,SESS_WHWKM,93,tablet,beauty
U042,P024,wishlist,2024-06-24 01:58:17,SESS_LEMRU,180,desktop,fashion
U042,P032,share,2024-06-24 01:29:35,SESS_3SAFY,61,mobile,food
U042,P062,wishlist,2024-06-24 04:50:13,SESS_C2HTM,125,mobile,sports
U042,P051,review,2024-06-24 02:13:09,SESS_I22KX,157,mobile,books
U043,P088,view,2024-09-23 02:02:57,SESS_H54PI,70,desktop,toys
U043,P096,click,2024-09-23 02:17:21,SESS_18KGY,125,tablet,toys
U043,P022,view,2024-09-23 02:43:03,SESS_UEVJL,75,tablet,fashion
U043,P085,view,2024-09-23 04:14:00,SESS_WXRUM,80,desktop,home
